place_id,business_name,rating,reviews,category,doJOZc,address,W4Efsd (4),W4Efsd (5),W4Efsd (6),W4Efsd (7),whatsapp_number,Cw1rxd,R8c4Qb,ah5Ghc,M4A5Cf,ah5Ghc (2),website,Cw1rxd (2),R8c4Qb (2),Jn12ke src,ah5Ghc (3),e4rVHe,email
https://www.google.com/maps/place/Jayasinghe+%26+Company/data=!4m7!3m6!1s0x3ae25a337f55ddf5:0x799e9cb55a3f49f0!8m2!3d6.8834369!4d79.876951!16s%2Fg%2F11b61q1zyf!19sChIJ9d1VfzNa4joR8Ek_WrWcnnk?authuser=0&hl=en&rclk=1,Jayasinghe & Company,4.9,(40),Auditor,,"94, 12 2nd Ln",Closed,· Opens 9 AM,·,,0112 512 514,,Website,,,,http://www.aajco.lk/,,Directions,,,,audit@aajco.lk; info@aajco.lk; tax@aajco.lk
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Sri+Lanka+Export+Development+Board/data=!4m7!3m6!1s0x3ae259406cd9b489:0xdbce58f9e149d16b!8m2!3d6.9186492!4d79.8506521!16s%2Fg%2F1hf142z3f!19sChIJibTZbEBZ4joRa9FJ4flYzts?authuser=0&hl=en&rclk=1,Sri Lanka Export Development Board,4.2,(46),Government office,,·,Closed,· Opens 8:30 AM,"9th Floor, DHPL Building, 5, No. 42 Nawam Mawatha",·,0112 300 705,,Website,"""Excellent service""",,,http://www.srilankabusiness.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Kandysoft+New+Zealand+Pvt+Ltd/data=!4m7!3m6!1s0x3ae25a498759151d:0x9b256c230e74a143!8m2!3d6.8754406!4d79.8800259!16s%2Fg%2F1ptx7jw6w!19sChIJHRVZh0la4joRQ6F0DiNsJZs?authuser=0&hl=en&rclk=1,Kandysoft New Zealand Pvt Ltd,4.6,(5),Computer consultant,,·,Closed,· Opens 8:30 AM,"VVGJ+52C, Kirillapone Masjid Rd",·,0114 541 076,,Website,,,,http://www.kandysoftglobal.com/,,Directions,,,,infoau@kandysoftglobal.com; infonz@kandysoftglobal.com; infosl@kandysoftglobal.com
https://www.google.com/maps/place/Pussawela+%26+Company/data=!4m7!3m6!1s0x3ae25bcd4e0b0c21:0x2c314171f93ae8dd!8m2!3d6.8743954!4d79.8979003!16s%2Fg%2F11rqzd1yk9!19sChIJIQwLTs1b4joR3eg6-XFBMSw?authuser=0&hl=en&rclk=1,Pussawela & Company,5.0,(8),Financial audit,,"178, 2/2 Stanley Thilakarathna Mawatha",Closed,· Opens 8 AM,·,,077 545 9181,,Website,,,,https://pnco.lk/,,Directions,,,,support@pnco.lk
https://www.google.com/maps/place/R+%26+R+Associates+Consulting/data=!4m7!3m6!1s0x3ae25a44bd52a373:0x605e844a88f4ef4d!8m2!3d6.8687043!4d79.8905885!16s%2Fg%2F11xftc6vq!19sChIJc6NSvURa4joRTe_0iEqEXmA?authuser=0&hl=en&rclk=1,R & R Associates Consulting,4.0,(1),Business management consultant,,Melder Pl,Closed,· Opens 9 AM,·,,0112 825 355,,Website,,,,http://www.consultinglanka.com/,,Directions,,,,roshanga@consultinglanka.com
https://www.google.com/maps/place/Nikini+Automation+Systems+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25a4999877b25:0xe196d333527088e!8m2!3d6.875644!4d79.881274!16s%2Fg%2F1tg_dgtn!19sChIJJXuHmUla4joRjggnNTNtGQ4?authuser=0&hl=en&rclk=1,Nikini Automation Systems (Pvt) Ltd,4.6,(44),Automation company,,249 High Level Rd,Closed,· Opens 8:30 AM,·,,0112 826 894,,Website,"""One of the leading",,company,http://www.nikini.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"in automation industry in Sri lanka.""",,
https://www.google.com/maps/place/B+R+De+Silva+%26+Company/data=!4m7!3m6!1s0x3ae25a32f157dd7f:0xf99831f16d269ec5!8m2!3d6.8865789!4d79.8768952!16s%2Fg%2F1ptw7n19z!19sChIJf91X8TJa4joRxZ4mbfExmPk?authuser=0&hl=en&rclk=1,B R De Silva & Company,4.8,(22),Auditor,,Narahenpita Rd,Closed,· Opens 8:30 AM,·,,0114 510 268,,Website,"""Who is the current owner of this premises?""",,,http://www.brdesilva.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
"https://www.google.com/maps/place/VXL+Education+Sri+Lanka+-+Study%2FVisa+for+Australia,+Canada,+UK,+USA,+NZ,+Malaysia,+Malta,+Germany,+France,+Spain,+UAE/data=!4m7!3m6!1s0x8182fa4d3bb55987:0xcceb2b744ad3617!8m2!3d6.8791639!4d79.8911059!16s%2Fg%2F11tdrv43cv!19sChIJh1m1O036goERFzatRLeyzgw?authuser=0&hl=en&rclk=1","VXL Education Sri Lanka - Study/Visa for Australia, Canada, UK, USA, NZ, Malaysia, Malta, Germany, France, Spain, UAE",5.0,(80),Educational consultant,,"Level 6, Nugegoda Business Centre (RDB Building, 80 Nawala Rd",Closed,· Opens 9 AM,·,,0117 699 749,,Website,"""The team is always friendly, and the quality of their work is exceptional.""",,,http://www.vxl.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Automation+Company+Sri+Lanka/data=!4m7!3m6!1s0x3ae2511a272efc59:0xd7bd9bf34eb650f4!8m2!3d6.8224319!4d79.9507468!16s%2Fg%2F11hzzxdv2g!19sChIJWfwuJxpR4joR9FC2TvObvdc?authuser=0&hl=en&rclk=1,Automation Company Sri Lanka,5.0,(3),Automation company,,"RXC2+X7H, Samodaya Pura",Closed,· Opens 9 AM,·,,077 475 9170,,Website,,,,http://www.ddatsolutions.com/,,Directions,,,,info@ddatsolutions.com; roshan@ddatsolutions.com
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Leads+Business+Management/data=!4m7!3m6!1s0x3ae2510124b84a35:0x2966988d1e853834!8m2!3d6.8763265!4d79.9694159!16s%2Fg%2F11vj3gtdx7!19sChIJNUq4JAFR4joRNDiFHo2YZik?authuser=0&hl=en&rclk=1,Leads Business Management,4.9,(15),Business management consultant,,"77/2 Hokandara East Hokandara, Gangani Gardens",Closed,· Opens 9 AM,·,,077 795 0741,,Website,"""Very friendly and supportive crew...Very much satisfied with their ...""",,,http://lbmsrilanka.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/MG+consultants+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25b3c285b343b:0x87cee42077b41e8!8m2!3d6.887069!4d79.8874684!16s%2Fg%2F11f60wvh_7!19sChIJOzRbKDxb4joR6EF7B0LufAg?authuser=0&hl=en&rclk=1,MG consultants (Pvt) Ltd,4.5,(33),Consultant,,"No 07, 8th Lane, Nawala Rd",,,,,0112 806 028,,Website,"""The largest Engineering Consultancy",,Company,http://www.mgconsultants.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"in Sri Lanka.""",,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/NextEn+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25a1c7fcf3881:0xcc6021fb24bc56e3!8m2!3d6.8945266!4d79.9050654!16s%2Fg%2F11c4lq7qdh!19sChIJgTjPfxxa4joR41a8JPshYMw?authuser=0&hl=en&rclk=1,NextEn (Pvt) Ltd,4.5,(41),Engineering consultant,,·,Closed,· Opens 8:30 AM,"Sri Jayawardanapura Post Office, No 719/1 Ethulkotte",·,0112 884 931,,Website,,,,http://www.nexten.lk/,,Directions,,,,info@nexten.lk
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/The+Headmasters+Lanka+%28Pvt%29+Limited/data=!4m7!3m6!1s0x3ae25a66fffffffb:0xf3411fdb543daa2f!8m2!3d6.8713489!4d79.8849681!16s%2Fg%2F11dzw3ns1t!19sChIJ-____2Za4joRL6o9VNsfQfM?authuser=0&hl=en&rclk=1,The Headmasters Lanka (Pvt) Limited,4.1,(61),Recruiter,,"3rd floor no, 126b High Level Rd",Closed,· Opens 8 AM,·,,076 138 1000,,Website,"""I always recommend them to any clients.""",,,http://www.headmastershr.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Career+Development+Centre+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae25a45a34c438b:0xdb8c2e7ecd8d6a27!8m2!3d6.8704775!4d79.8874758!16s%2Fg%2F11h1rkv1j!19sChIJi0NMo0Va4joRJ2qNzX4ujNs?authuser=0&hl=en&rclk=1,Career Development Centre (Pvt) Ltd,4.6,(65),Visa consulting service,,"3rd Floor, # 502, Sawsiri Building, High Level Rd",Closed,· Opens 9 AM,·,,0112 823 000,,Website,"""Excellent service from start to finish.""",,,http://www.cdclanka.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Forsiter+Global+Services+Pvt+Ltd/data=!4m7!3m6!1s0x3ae25b8984115bcb:0x7917c51c800fe8c6!8m2!3d6.9112392!4d79.8803594!16s%2Fg%2F11t1cxc3m_!19sChIJy1sRhIlb4joRxugPgBzFF3k?authuser=0&hl=en&rclk=1,Forsiter Global Services Pvt Ltd,3.3,(109),Business management consultant,,71a Castle St,Closed,· Opens 9 AM,·,,074 310 4840,,Website,"""Truly impressed with their dedication to customer satisfaction.""",,,http://www.forsiter.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
"https://www.google.com/maps/place/Tudor+V.+Perera+%26+Company,+Chartered+Accountants/data=!4m7!3m6!1s0x3ae259242fe06885:0xb805eac36cac6ae2!8m2!3d6.8728742!4d79.8821821!16s%2Fg%2F11b6d4bd82!19sChIJhWjgLyRZ4joR4mqsbMPqBbg?authuser=0&hl=en&rclk=1","Tudor V. Perera & Company, Chartered Accountants",4.7,(11),Auditor,,·,Closed,· Opens 8:30 AM,"296/20, Shanthi Mawatha, High Level Rd",·,0112 828 759,,Website,On-site services,·,Online appointments,http://www.tudorv.com/,,Directions,,,,
https://www.google.com/maps/place/ramesh24inc+%26+company/data=!4m7!3m6!1s0x3ae25a0f3ed66abf:0xb5e53598fd35fe13!8m2!3d6.8875419!4d79.9125837!16s%2Fg%2F11f54qqc_b!19sChIJv2rWPg9a4joRE_41_Zg15bU?authuser=0&hl=en&rclk=1,ramesh24inc & company,5.0,(3),Consultant,,15/5 4th Baptist Ln,Closed,· Opens 8 AM,·,,+1 929-242-7670,,Website,,,,http://www.ramesh24inc.com/,,Directions,,,,info@ramesh24inc.com; ramesh@ramesh24inc.com
https://www.google.com/maps/place/LMN+Business+Solutions+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae259301b25e821:0x49dc7bc3e3809c68!8m2!3d6.9131684!4d79.8843748!16s%2Fg%2F11gnpyfnnr!19sChIJIeglGzBZ4joRaJyA48N73Ek?authuser=0&hl=en&rclk=1,LMN Business Solutions (Pvt) Ltd,4.0,(13),Business management consultant,,171/A Dr NM Perera Mawatha Rd,Closed,· Opens 8 AM,·,,077 358 5763,,Website,"""I am here to open and maintain my",,company,https://businesssolutionsgroup.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,".""",,
https://www.google.com/maps/place/jWare+Automation/data=!4m7!3m6!1s0x3ae46f76779def53:0x188694d492216741!8m2!3d6.8791639!4d79.8911059!16s%2Fg%2F11l2r3yngh!19sChIJU--dd3Zv5DoRQWchktSUhhg?authuser=0&hl=en&rclk=1,jWare Automation,5.0,(5),Association / Organization,,"Business Centre, Office 37, 2nd Floor, 80 Nawala Rd",Open 24 hours,,,,,,Website,"""Their promptness saved me a lot of stress!""",,,http://www.jwareautomation.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Riland+Sri+Lanka/data=!4m7!3m6!1s0x3ae24ffd8d4d5e15:0xea3cac6ccbefdc2b!8m2!3d6.8146024!4d79.9262278!16s%2Fg%2F11b6_frlmt!19sChIJFV5Njf1P4joRK9zvy2ysPOo?authuser=0&hl=en&rclk=1,Riland Sri Lanka,4.8,(73),Industrial equipment supplier,,·,Closed,· Opens 8 AM,326/2 Sirimangala Watta Road,·,076 825 8740,,Website,"""They offer excellent-quality products and fantastic customer support.""",,,http://www.riland.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,info@riland.lk
https://www.google.com/maps/place/Cyber+Concepts+Sri+Lanka-Software+Solutions+Company/data=!4m7!3m6!1s0x3ae25ba91eec1a91:0xd556f343dc146a75!8m2!3d6.8600133!4d79.8664221!16s%2Fg%2F1261vbv17!19sChIJkRrsHqlb4joRdWoU3EPzVtU?authuser=0&hl=en&rclk=1,Cyber Concepts Sri Lanka-Software Solutions Company,3.3,(49),Software company,,·,Closed,· Opens 8 AM,18 Atapattu Mawatha,·,0112 761 734,,Website,"""We are soo impressed with their reliable & superb service.""",,,https://cyberconceptslk.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Vertice+Inc./data=!4m7!3m6!1s0x3ae25b000e3264a3:0x9e758e47c06f25e0!8m2!3d6.8254516!4d79.8705391!16s%2Fg%2F11y3zwfd4x!19sChIJo2QyDgBb4joR4CVvwEeOdZ4?authuser=0&hl=en&rclk=1,Vertice Inc.,5.0,(4),Business management consultant,,217/2A Galle Rd,Closed,· Opens 9 AM,·,,074 201 7000,,Website,"""Vertice has been the cornerstone of our company’s success.""",,,https://vertice-inc.com/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/ATD+Legal+Associates/data=!4m7!3m6!1s0x3ae25bd2cf44faa5:0x8fdb082a82f4a46c!8m2!3d6.8737251!4d79.8971744!16s%2Fg%2F11h5_tsvj2!19sChIJpfpEz9Jb4joRbKT0gioI248?authuser=0&hl=en&rclk=1,ATD Legal Associates,4.7,(26),Business management consultant,,168 Stanley Thilakarathna Mawatha,Closed,· Opens 8:30 AM,·,,076 624 8580,,Website,"""If you need trusted corporate legal advice in Sri Lanka, look no further!""",,,https://atdlegalassociates.wixsite.com/ip-lawyers-sri-lanka/contact,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Marriage.lk/data=!4m7!3m6!1s0x3ae25a63edace2c5:0xeb88283da6e40771!8m2!3d6.8615158!4d79.9037261!16s%2Fg%2F11gc567q07!19sChIJxeKs7WNa4joRcQfkpj0oiOs?authuser=0&hl=en&rclk=1,Marriage.lk,4.8,(35),Wedding planner,,·,Closed,· Opens 9 AM,"Delkanda, No.3A Meegahawatta Rd",·,076 441 8972,,Website,"""Pleasure to have a great experience!""",,,https://marriage.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Company+Registration+Sri+Lanka+Easy+Solutions/data=!4m7!3m6!1s0x3ae25138b208a7a9:0x2dc9627de3682723!8m2!3d6.8422374!4d79.9576214!16s%2Fg%2F11s0tkvm5r!19sChIJqacIsjhR4joRIydo431iyS0?authuser=0&hl=en&rclk=1,Company Registration Sri Lanka Easy Solutions,5.0,(8),Registration office,,295/3D Mahalwarawa Rd,Closed,· Opens 8:30 AM,·,,070 706 8094,,Website,,,,https://www.lankaservices.lk/ad/company-registration-sri-lanka-easy-solutions-1,,Directions,,,,hello@lankaservices.lk
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Nihal+Hettiarachchi+%26+Company/data=!4m7!3m6!1s0x3ae25a1b9a28fcdd:0x1eb04ec35ed7a89f!8m2!3d6.8928046!4d79.9048754!16s%2Fg%2F11hzhtn646!19sChIJ3fwomhta4joRn6jXXsNOsB4?authuser=0&hl=en&rclk=1,Nihal Hettiarachchi & Company,4.2,(16),Association / Organization,,No.622B Kotte Rd,Closed,· Opens 8:30 AM,·,,0114 975 999,,Website,,,,http://www.nh-co.lk/,,Directions,,,,erandi@nh-co.lk; info.galle@nh-co.lk; info@nh-co.lk; joycej@nh-co.lk
https://www.google.com/maps/place/MosiacHR+%28Private%29+Limited/data=!4m7!3m6!1s0x3ae25bff166e8477:0x40920976c4a9239e!8m2!3d6.8847288!4d79.8878513!16s%2Fg%2F11fjtvzrlh!19sChIJd4RuFv9b4joRniOpxHYJkkA?authuser=0&hl=en&rclk=1,MosiacHR (Private) Limited,3.7,(6),Business to business service,,·,Closed,· Opens 7:30 AM,"No 192/10 9th Lane, Nawala Rd",·,0117 598 376,,Website,On-site services,·,Online appointments,http://www.mosiachr.com/,,Directions,,,,
https://www.google.com/maps/place/SOP+Writing+Sri+Lanka/data=!4m7!3m6!1s0x3ae25b7afe35da17:0x4f897f181724591b!8m2!3d6.8454982!4d79.8721558!16s%2Fg%2F11j47twjnb!19sChIJF9o1_npb4joRG1kkFxh_iU8?authuser=0&hl=en&rclk=1,SOP Writing Sri Lanka,3.3,(7),Paralegal services provider,,115 Kawdana Rd,Open 24 hours,,·,,077 765 3945,,Website,"""Very good service, They did my job very well.""",,,http://www.writer.lk/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Chelinaa+Capital+Corporation+%28Pvt%29+Ltd./data=!4m7!3m6!1s0x3ae25bd11e20c36f:0x58cf93c0373688e4!8m2!3d6.892041!4d79.8660323!16s%2Fg%2F12lswf179!19sChIJb8MgHtFb4joR5Ig2N8CTz1g?authuser=0&hl=en&rclk=1,Chelinaa Capital Corporation (Pvt) Ltd.,5.0,(8),Investment service,,"5, 22 Sulaiman Terrace",·,Closed,· Opens 9 AM,,0112 555 954,,Directions,"""Mr Lolitha Abeysinghe’s guidance is unmatched""",,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
https://www.google.com/maps/place/Netexper+%28Pvt%29+Ltd/data=!4m7!3m6!1s0x3ae2cbdcf8967411:0x454f6e344fa0e406!8m2!3d9.3741102!4d-82.577737!16s%2Fg%2F11mw8kzdyy!19sChIJEXSW-NzL4joRBuSgTzRuT0U?authuser=0&hl=en&rclk=1,Netexper (Pvt) Ltd,5.0,(11),Software company,,,Closed,· Opens 8 AM,,,077 179 0750,,Website,"""They deliver their product on time with super amazing designs.""",,,https://netexper.com.au/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,hello@netexper.com.au
https://www.google.com/maps/place/Brand+Centrical/data=!4m7!3m6!1s0x3ae2597754ccb6f9:0x31bfb7293b531028!8m2!3d6.8697685!4d79.8807204!16s%2Fg%2F1pp2tgwkj!19sChIJ-bbMVHdZ4joRKBBTOym3vzE?authuser=0&hl=en&rclk=1,Brand Centrical,3.6,(8),Business management consultant,,·,Closed,· Opens 9 AM,"3rd Floor, Thisara Plaza",,,,Website,,,,http://brandcentrical.com/,,Directions,,,,
https://www.google.com/maps/place/Community+Legal+Assistance+Centre/data=!4m7!3m6!1s0x3ae25a7c4175c673:0xd954608e170526b3!8m2!3d6.8611251!4d79.9116241!16s%2Fg%2F11hzhtftv4!19sChIJc8Z1QXxa4joRsyYFF45gVNk?authuser=0&hl=en&rclk=1,Community Legal Assistance Centre,,,Legal services,,No.95 Wijerama Road,,,,,0812 223 620,,Website,,,,http://communitylegal.lk/contactus.php?mn=co,,Directions,,,No reviews,
https://www.google.com/maps/place/Csquare+Technologies+Private+Limited+-+Sri+Lanka/data=!4m7!3m6!1s0x3ae25bc740226073:0x78573793bfc100a6!8m2!3d6.9082182!4d79.8526752!16s%2Fg%2F11b77p_zh1!19sChIJc2AiQMdb4joRpgDBv5M3V3g?authuser=0&hl=en&rclk=1,Csquare Technologies Private Limited - Sri Lanka,4.3,(35),Software company,,·,Closed,· Opens 8:30 AM,"No. 320-3/1, 03 Duplication Rd",,,,Website,"""They are thorough with process knowledge and finance management.""",,,http://www.csquare.cloud/,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,
