place_id,business_name,address,phone_raw,whatsapp_number,email,website,rating,review_count,category,lead_quality,scraped_date
ChIJPyeccttb4joR1AclwsA6VZk,The Fashion Store - Bambalapitiya,"76 Galle Rd, Colombo, Sri Lanka",077 242 2888,7724228880,,,4.3,1976,LOCAL_BUSINESS,HOT,2025-09-29 02:13:22
ChIJ6-EOivdZ4joROW17U8brpz8,The Shopping Kingdom,"181A Dutugemunu St, Nugegoda 10250, Sri Lanka",077 909 5666,7790956660,info@shoppingkingdom.lk,https://shoppingkingdom.lk/,4.9,174,LOCAL_BUSINESS,HOT,2025-09-29 02:13:26
ChIJq_Y8W2dZ4joRLSYEIiK9VZ0,The Sizzle Colombo,"32 Walukarama Rd, Colombo 00300, Sri Lanka",075 688 8777,7568887770,info@thesizzle.org,http://www.thesizzle.lk/,4.2,2650,LOCAL_BUSINESS,HOT,2025-09-29 02:11:14
ChIJGcnq3GlZ4joRy470EGb016w,Thusare Talking Hands,"7, 103/12 Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",071 777 6960,7177769600,info@thusare.info,http://thusare.info/,4.8,570,LOCAL_BUSINESS,HOT,2025-09-29 02:12:38
ChIJ_fxy2AxP4joRDvVTECqE65Q,Tiptop maintenance services,"Galle Rd, Dehiwala-Mount Lavinia, Sri Lanka",071 399 1723,7139917230,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://tiptopservices24ho.wixsite.com/tiptopmaintenanceser,4.6,58,OTHER,HOT,2025-09-29 02:13:59
ChIJhaE1FrpZ4joRHb5tIm9y_Bc,Tonic Wellness - Marino Mall,"7th floor, Marino Mall, 590 Galle Rd, Colombo 00300, Sri Lanka",078 470 8987,7847089870,info@tonic-wellness.com,http://www.tonic-wellness.com/,4.9,851,LOCAL_BUSINESS,HOT,2025-09-29 02:12:00
ChIJ5-afUctZ4joReiSzxokC5rI,Virticle by Jetwing,"Access Towers, 278 Union Pl, Colombo 01000, Sri Lanka",070 735 5355,7073553550,fnb@virticlebyjetwing.com,https://www.virticlebyjetwing.com/,4.6,804,LOCAL_BUSINESS,HOT,2025-09-29 02:11:03
ChIJd0cZMQBZ4joRXZoY603X2b8,WE FIX repairing partner,"No 12 Keyzer St, Colombo 01100, Sri Lanka",077 330 0905,7733009050,,http://www.wefix.lk/,4.9,13,LOCAL_BUSINESS,HOT,2025-09-29 02:13:44
ChIJ_flo7V9Z4joRFtOTV-3A5ps,Wasana Spa (Slave Island),"85 1, 1 Malay St, Colombo 00200, Sri Lanka",071 955 2124,7195521240,,,4.0,22,LOCAL_BUSINESS,WARM,2025-09-29 02:12:32
ChIJwb0mmbBb4joRquPvFib6oQ8,Your Driver Sri Lanka,"90/2, Peterson lane, Wellawatta, Colombo 06 00600, Sri Lanka",077 457 5937,7745759370,,http://www.yourdriversrilanka.com/,4.8,56,OTHER,HOT,2025-09-29 02:15:03
ChIJwYEgwGdZ4joRJJoJKzAg_eg,Zigzag Store,"17 Charles Dr, Colombo 00300, Sri Lanka",077 588 7553,7758875530,Logo_1_124x@2x.png,http://www.zigzag.lk/,4.1,1886,LOCAL_BUSINESS,HOT,2025-09-29 02:13:36
ChIJOQyhYbpb4joRmJl739wRxuc,e-REPAIRS,"2C International Buddhist Centre Rd, Colombo 00600, Sri Lanka",077 735 5866,7773558660,,,4.7,81,LOCAL_BUSINESS,HOT,2025-09-29 02:14:00
ChIJjY1UYLhb4joRy6ABPLN8a0U,i Device Solutions (Pvt) Ltd,"No.56 , Supun Arcade, Colombo 06 00600, Sri Lanka",077 714 2502,7771425020,,http://www.idevice.lk/,4.6,765,LOCAL_BUSINESS,HOT,2025-09-29 02:13:51
ChIJveGG76BZ4joRXVkJhc2rbI0,iphone repair,"Colombo 00600, Sri Lanka",078 441 0042,7844100420,,,4.5,35,LOCAL_BUSINESS,HOT,2025-09-29 02:14:00
