place_id,business_name,rating,reviews,category,W4Efsd (2),address,W4Efsd (4),W4Efsd (5),W4Efsd (6),whatsapp_number,website,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),Jn12ke src,comments,ah5Ghc (2),ah5Ghc (3),doJOZc,W4Efsd (7),e4rVHe
https://www.google.com/maps/place/DNA+Built/data=!4m7!3m6!1s0x63e70ba2f35af09f:0x65829ac2b34c87be!8m2!3d-33.4774986!4d149.5803178!16s%2Fg%2F11mltb6r0w!19sChIJn_Ba86IL52MRvodMs8KagmU?authuser=0&hl=en&rclk=1,DNA Built,5.0,(4),Home builder,·,,Closed,· Opens 7 AM Wed,,+61 498 980 300,https://dnabuiltbathurst.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""We found Damian and his crew exceptionally polite, punctual and courteous.""",,,,,
https://www.google.com/maps/place/Livelle+Homes/data=!4m7!3m6!1s0x25b3c53110c82361:0xa6a67c71e6975131!8m2!3d-33.2509669!4d149.0617663!16s%2Fg%2F11s5tnhyfz!19sChIJYSPIEDHFsyURMVGX5nF8pqY?authuser=0&hl=en&rclk=1,Livelle Homes,4.7,(14),Home builder,·,,Closed,· Opens 9 AM Wed,,+61 408 557 125,http://www.livellehomes.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The house was completed quickly and the final finish was amazing.""",,,,,
https://www.google.com/maps/place/Construction+Consultants/data=!4m7!3m6!1s0x6b12a318fc5a0545:0xf4a006eb0964f36!8m2!3d-33.8124292!4d151.0306643!16s%2Fg%2F1q5hrhxx6!19sChIJRQVa_BijEmsRNk-WsG4ASg8?authuser=0&hl=en&rclk=1,Construction Consultants,4.8,(10),Quantity surveyor,·,37/39 Mary Parade,Closed,· Opens 9 AM Wed,·,+61 2 9633 9233,http://constructionconsultants.net.au/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/Tony+Toohey+Contracting+Services/data=!4m7!3m6!1s0x6b1a9dc62b66b0fb:0xbff47a5cc465c65a!8m2!3d-32.8311501!4d150.0523618!16s%2Fg%2F11hzc04j49!19sChIJ-7BmK8adGmsRWsZlxFx69L8?authuser=0&hl=en&rclk=1,Tony Toohey Contracting Services,5.0,(3),Earth works company,Closed,· Opens 7 AM Wed,,,,,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Did the job quickly and efficiently.""",,,,,
https://www.google.com/maps/place/CJBuilding+NSW/data=!4m7!3m6!1s0x4d86db7db97917f5:0x23a81d88e80ed1e1!8m2!3d-33.8728827!4d147.1111779!16s%2Fg%2F11vzyg9g_n!19sChIJ9Rd5uX3bhk0R4dEO6IgdqCM?authuser=0&hl=en&rclk=1,CJBuilding NSW,5.0,(1),Home builder,Closed,· Opens 7:30 AM Wed,·,,,+61 438 640 628,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Callan and his workers were amazing to deal with.""",,,,,
https://www.google.com/maps/place/Best+%26+Sibraa+Builders/data=!4m7!3m6!1s0x6b1fadd50eb5ed65:0x11275e696c8453d7!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11c58vr_qr!19sChIJZe21DtWtH2sR11OEbGleJxE?authuser=0&hl=en&rclk=1,Best & Sibraa Builders,5.0,(1),Home builder,,,,,,+61 422 244 981,,,Directions,,,,,,,,,
https://www.google.com/maps/place/BD+Construction+Solutions/data=!4m7!3m6!1s0x6b7499a8f6726e6d:0xc50599c53c0cc12d!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11clhsknnv!19sChIJbW5y9qiZdGsRLcEMPMWZBcU?authuser=0&hl=en&rclk=1,BD Construction Solutions,,,Construction company,·,,Closed,· Opens 7 AM Wed,,+61 409 833 662,http://www.bdconstruction.net.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Nathan+Wood+Construction/data=!4m7!3m6!1s0xab215d0a3fc2ddff:0x628ae2ba1130404f!8m2!3d-34.4854541!4d146.397111!16s%2Fg%2F11m6xf39p4!19sChIJ_93CPwpdIasRT0AwEbriimI?authuser=0&hl=en&rclk=1,Nathan Wood Construction,5.0,(6),Home builder,Closed,· Opens 7 AM Wed,·,,,+61 428 549 517,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I would recommend Nathan Wood Constructions without hesitation.""",,,,,
https://www.google.com/maps/place/Cadence+%26+Co+Pty+Ltd/data=!4m7!3m6!1s0x6b0d56f151177ebb:0x94bed7e522dfb4f7!8m2!3d-33.6964245!4d151.2168321!16s%2Fg%2F11ckks3zqs!19sChIJu34XUfFWDWsR97TfIuXXvpQ?authuser=0&hl=en&rclk=1,Cadence & Co Pty Ltd,4.8,(21),Construction company,·,·,Closed,· Opens 9 AM Wed,321 Mona Vale Rd,+61 2 9450 1950,http://www.cadenceandco.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Everything was finished to a high standard by those working on site.""",,,,·,
https://www.google.com/maps/place/All+Pro+Group/data=!4m7!3m6!1s0x6b1f1321abeee91d:0x1e55dbe777e8f138!8m2!3d-34.5710616!4d146.3685682!16s%2Fg%2F11l3d4bngr!19sChIJHenuqyETH2sROPHod-fbVR4?authuser=0&hl=en&rclk=1,All Pro Group,5.0,(1),Construction company,·,,Closed,· Opens 7:30 AM Wed,,+61 438 166 409,http://www.allpro.group/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Worth every cent for such wonderful service.""",,,,,
https://www.google.com/maps/place/South+Eastern+Construction+Pty.+Ltd/data=!4m7!3m6!1s0x6b12b3eee5ecffff:0xa1102d102b5b0fcf!8m2!3d-33.9674098!4d151.2488502!16s%2Fg%2F11rq1lqybw!19sChIJ___s5e6zEmsRzw9bKxAtEKE?authuser=0&hl=en&rclk=1,South Eastern Construction Pty. Ltd,,,General contractor,·,18 McGowen Ave,Closed,· Opens 7 AM Wed,·,+61 428 964 617,http://www.southeasternconstruction.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Metricon+Homes+New+South+Wales+-+State+Office/data=!4m7!3m6!1s0x6b129f5109664759:0x8ceb27084b90b965!8m2!3d-33.7331144!4d150.9450855!16s%2Fg%2F1tp2_jr1!19sChIJWUdmCVGfEmsRZbmQSwgn64w?authuser=0&hl=en&rclk=1,Metricon Homes New South Wales - State Office,3.8,(93),Home builder,·,"Level 4, Building E/32 Lexington Dr",Closed,,·,+61 2 8887 9000,http://www.metricon.com.au/?utm_source=gmb&utm_medium=organic&utm_campaign=metricon:gmb&utm_content=NSWHeadOffice,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""If you’re planning to build, I couldn’t recommend Alex more highly.""",,,,,
https://www.google.com/maps/place/B+%26+L+Plant+Hire+%26+Sealing/data=!4m7!3m6!1s0x6b11d5c21cd44547:0x39ffcaf2d9626885!8m2!3d-33.2509669!4d149.0617663!16s%2Fg%2F11n5r0ds40!19sChIJR0XUHMLVEWsRhWhi2fLK_zk?authuser=0&hl=en&rclk=1,B & L Plant Hire & Sealing,5.0,(4),Earth works company,,,,,,+61 478 752 576,,,Directions,,,,,,,,,
https://www.google.com/maps/place/Green+Homes+Australia+Sutherland+Shire/data=!4m7!3m6!1s0xaf8464040ec1e9a7:0xbbb620499f34e7b8!8m2!3d-34.0717796!4d151.077091!16s%2Fg%2F11wfnvh6vy!19sChIJp-nBDgRkhK8RuOc0n0kgtrs?authuser=0&hl=en&rclk=1,Green Homes Australia Sutherland Shire,,,Construction company,·,,Closed,· Opens 9 AM Wed,,+61 1300 724 661,https://greenhomesaustralia.com.au/builders-sutherland-shire/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Watson+Demolition+%26+Earthworks+Newcastle/data=!4m7!3m6!1s0x6b733dc876d8522f:0x9d16260a0dcb88c5!8m2!3d-32.976663!4d151.6897003!16s%2Fg%2F11n66476g_!19sChIJL1LYdsg9c2sRxYjLDQomFp0?authuser=0&hl=en&rclk=1,Watson Demolition & Earthworks Newcastle,3.4,(5),Demolition contractor,·,,Closed,· Opens 7 AM Wed,,+61 412 307 810,https://watsondemolitionearthworks.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Provided all services required within a 1",business,"day turn around.""",,,
https://www.google.com/maps/place/Blackwell%27s+Building+%26+Carpentry+Pty+Ltd/data=!4m7!3m6!1s0x6b0e9da23bb6ef05:0x747e83de192b12e5!8m2!3d-32.6001934!4d149.5713554!16s%2Fg%2F11pwfwlwh0!19sChIJBe-2O6KdDmsR5RIrGd6DfnQ?authuser=0&hl=en&rclk=1,Blackwell's Building & Carpentry Pty Ltd,5.0,(1),Carpenter,Closed,· Opens 7:30 AM Wed,·,,,+61 492 828 922,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A true perfectionist backed by a great team ..""",,,,,
https://www.google.com/maps/place/JSC+Homes/data=!4m7!3m6!1s0x84f0a36951aa87ef:0x6b4799736cc5b18e!8m2!3d-33.4078256!4d149.5912649!16s%2Fg%2F11kpplcwxr!19sChIJ74eqUWmj8IQRjrHFbHOZR2s?authuser=0&hl=en&rclk=1,JSC Homes,5.0,(3),Home builder,Closed,· Opens 7 AM Wed,·,,,+61 400 384 338,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Professional, reliable and listened to what I wanted.""",,,,,
https://www.google.com/maps/place/Dubbo+Mini+Civil/data=!4m7!3m6!1s0x850b1f0bfcc5987:0xd65e559c676cf73e!8m2!3d-32.2814115!4d148.6043228!16s%2Fg%2F11pv3kk92p!19sChIJh1nMv_CxUAgRPvdsZ5xVXtY?authuser=0&hl=en&rclk=1,Dubbo Mini Civil,5.0,(1),Construction company,·,,Open 24 hours,,,+61 438 889 107,http://dubbominicivil.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Excellent service at an affordable price.""",,,,,
https://www.google.com/maps/place/Swain+Contracting/data=!4m7!3m6!1s0x6b0a07e485405c8b:0x86712dc74fc1329a!8m2!3d-31.2203776!4d150.8789642!16s%2Fg%2F11r4mtb5xr!19sChIJi1xAheQHCmsRmjLBT8ctcYY?authuser=0&hl=en&rclk=1,Swain Contracting,,,Earth works company,·,,Open 24 hours,,,+61 481 882 822,http://www.swaincontracting.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Fonaris+Civil+%26+Building/data=!4m7!3m6!1s0x4999b15fb4f48621:0xa10d9799163dc45e!8m2!3d-30.6590708!4d150.8021006!16s%2Fg%2F11yjnqbpvr!19sChIJIYb0tF-xmUkRXsQ9FpmXDaE?authuser=0&hl=en&rclk=1,Fonaris Civil & Building,5.0,(2),Construction company,Closed,· Opens 7 AM Wed,·,,,+61 410 089 217,,,Directions,,,,,,,,,
https://www.google.com/maps/place/TMEX+CIVIL+%26+ASPHALTING/data=!4m7!3m6!1s0xabf7194a40d9cddf:0xb2a30ec2e8ff440b!8m2!3d-32.8474749!4d149.1195195!16s%2Fg%2F11y6cfqxhn!19sChIJ383ZQEoZ96sRC0T_6MIOo7I?authuser=0&hl=en&rclk=1,TMEX CIVIL & ASPHALTING,5.0,(17),Asphalt contractor,·,,Closed,· Opens 9 AM Wed,,+61 408 608 419,https://tmexcivilandasphalting.com/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very professional, good quality work.""",,,,,
https://www.google.com/maps/place/SJL+Building+Co./data=!4m7!3m6!1s0x615d70640813a139:0xdf7ad89ab373ffe7!8m2!3d-26.4054822!4d148.020543!16s%2Fg%2F11rftyyrns!19sChIJOaETCGRwXWER5_9zs5rYet8?authuser=0&hl=en&rclk=1,SJL Building Co.,5.0,(4),Construction company,·,,Closes soon,· 5 PM · Opens 8 AM Wed,,+61 459 550 595,http://www.sjlbuildingco.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A-grade Builder that took great care for our project.""",,,,,
https://www.google.com/maps/place/Construct+Estimates+Pty+Ltd/data=!4m7!3m6!1s0x6b12af71cd0e5199:0xb13eaa2b34da624e!8m2!3d-33.8637025!4d151.2020765!16s%2Fg%2F11l1mbkwc3!19sChIJmVEOzXGvEmsRTmLaNCuqPrE?authuser=0&hl=en&rclk=1,Construct Estimates Pty Ltd,4.3,(20),Quantity surveyor,·,100 Barangaroo Ave,Closed,· Opens 9 AM Wed,·,+61 488 620 354,https://constructestimates.com/,,Website,,Directions,,,,,,,
https://www.google.com/maps/place/Avpro+Constructions+Pty+Ltd/data=!4m7!3m6!1s0x29382aab725d3681:0xfbb3105df1b2e6da!8m2!3d-31.3119596!4d149.2883638!16s%2Fg%2F11nnw47zx9!19sChIJgTZdcqsqOCkR2uay8V0Qs_s?authuser=0&hl=en&rclk=1,Avpro Constructions Pty Ltd,,,Construction company,Closed,· Opens 8 AM Wed,·,,,+61 411 714 029,,,Directions,,,,,,,,,No reviews
https://www.google.com/maps/place/Earth+Plant+Hire/data=!4m7!3m6!1s0x6b0f20b0f90adeb5:0x9b93ad659344021f!8m2!3d-32.8311501!4d150.0523618!16s%2Fg%2F11ckkwptc6!19sChIJtd4K-bAgD2sRHwJEk2Wtk5s?authuser=0&hl=en&rclk=1,Earth Plant Hire,5.0,(1),Road construction company,Closed,· Opens 8:30 AM Wed,·,,,+61 497 327 847,,,Directions,,,,,,,,,
https://www.google.com/maps/place/Bespoke+Building+%26+Contracting/data=!4m7!3m6!1s0x6b11e7ba42c512b5:0x6e60d6b3b8e7d02d!8m2!3d-33.4882068!4d149.5803178!16s%2Fg%2F11ll5gwrdn!19sChIJtRLFQrrnEWsRLdDnuLPWYG4?authuser=0&hl=en&rclk=1,Bespoke Building & Contracting,5.0,(2),Construction company,·,,Closed,· Opens 7 AM Wed,,+61 437 799 346,http://www.bespoke-building.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I would not hesitate to recommend them.""",,,,,
https://www.google.com/maps/place/BZBuilds/data=!4m7!3m6!1s0x655af2437faf2393:0x2ddb65e1a4d4cc57!8m2!3d-33.8502868!4d148.640218!16s%2Fg%2F11vz0pjp_l!19sChIJkyOvf0PyWmURV8zUpOFl2y0?authuser=0&hl=en&rclk=1,BZBuilds,,,Construction company,Open,· Closes 7 PM,·,,,+61 447 455 556,,,Directions,,,,,,,,,No reviews
https://www.google.com/maps/place/ANR+CONSTRUCTION/data=!4m7!3m6!1s0x6b12b10b988eb5bf:0xdd2fe7b1104e6827!8m2!3d-32.8311501!4d150.0523618!16s%2Fg%2F11nxszg4gn!19sChIJv7WOmAuxEmsRJ2hOELHnL90?authuser=0&hl=en&rclk=1,ANR CONSTRUCTION,5.0,(3),Carpenter,·,,Open 24 hours,,,+61 488 009 669,http://www.anrcon.com.au/,,Website,,Directions,,Online estimates,,,,,
https://www.google.com/maps/place/Blitz+Constructions/data=!4m7!3m6!1s0x8eed3349c6994487:0x31d77bf0a7ea2a73!8m2!3d-33.168!4d150.0023989!16s%2Fg%2F11l_2t9p74!19sChIJh0SZxkkz7Y4Rcyrqp_B71zE?authuser=0&hl=en&rclk=1,Blitz Constructions,,,Home builder,·,,Open 24 hours,,,+61 435 032 359,https://www.blitzconstructions.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/CO+BUILD+PTY+LIMITED/data=!4m7!3m6!1s0x6ece0618dd990d5d:0x42dcbb7f0e1a19b2!8m2!3d-32.8311501!4d150.0523618!16s%2Fg%2F11t6h5d2qx!19sChIJXQ2Z3RgGzm4RshkaDn-73EI?authuser=0&hl=en&rclk=1,CO BUILD PTY LIMITED,,,Home builder,·,,Closed,· Opens 9 AM Wed,,+61 2 4930 5655,https://www.cobuilding.com.au/,,Website,,Directions,,,,,,,No reviews
https://www.google.com/maps/place/Ross+Clark+Constructions/data=!4m7!3m6!1s0x6b11e51485f1b6f1:0x81ddee67b1762682!8m2!3d-33.4774986!4d149.5803178!16s%2Fg%2F11h2hdjdw8!19sChIJ8bbxhRTlEWsRgiZ2sWfu3YE?authuser=0&hl=en&rclk=1,Ross Clark Constructions,,,Construction company,Closed,· Opens 7 AM Wed,·,,,+61 412 358 087,,,Directions,,,,,,,,,No reviews
https://www.google.com/maps/place/JMAC+Building+Group/data=!4m7!3m6!1s0x44281917cd8eac69:0xc8b5fa3b0b7b77f4!8m2!3d-31.5164509!4d148.7837705!16s%2Fg%2F11ltk9d4_b!19sChIJaayOzRcZKEQR9Hd7Czv6tcg?authuser=0&hl=en&rclk=1,JMAC Building Group,5.0,(1),Home builder,·,,Closed,· Opens 7 AM Wed,,+61 455 812 351,https://jmacbuild.com.au/,,Website,,Directions,,Online estimates,,,,,
https://www.google.com/maps/place/Good+As+New+Carpentry+%26+Building/data=!4m7!3m6!1s0xbcb4e9d2389c733:0x5eef6398e9fdfb96!8m2!3d-33.8113788!4d148.6280578!16s%2Fg%2F11xgd2mqmx!19sChIJM8eJI51OywsRlvv96Zhj714?authuser=0&hl=en&rclk=1,Good As New Carpentry & Building,,,Construction company,Closed,· Opens 7 AM Wed,·,,,+61 409 257 324,,,Directions,,,,,,,,,No reviews
https://www.google.com/maps/place/Mitchell+%26+Co+Earthmoving/data=!4m7!3m6!1s0x4c76ff6d35844f3:0x446c34cb3ca56ee9!8m2!3d-32.2510626!4d150.0523618!16s%2Fg%2F11sgb45dmv!19sChIJ80RY0_ZvxwQR6W6lPMs0bEQ?authuser=0&hl=en&rclk=1,Mitchell & Co Earthmoving,5.0,(1),Earth works company,·,,Closed,· Opens 8 AM Wed,,+61 2 6105 9212,https://www.macearth.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They offer high quality earthmoving for a discount price.""",,,,,
https://www.google.com/maps/place/D+Guthrie+Contracting/data=!4m7!3m6!1s0x43197562cad26171:0x6a828e5d91c9828c!8m2!3d-32.2754052!4d147.2633362!16s%2Fg%2F11q3mv8p62!19sChIJcWHSymJ1GUMRjILJkV2Ogmo?authuser=0&hl=en&rclk=1,D Guthrie Contracting,,,Earth works company,Open 24 hours,,·,,,+61 427 948 771,,,Directions,,,,,,,,,No reviews
https://www.google.com/maps/place/Countryside+Builders/data=!4m7!3m6!1s0x428af00c95100543:0x1d07422ece040dad!8m2!3d-32.5042492!4d149.6033741!16s%2Fg%2F11vkl00lv9!19sChIJQwUQlQzwikIRrQ0Ezi5CBx0?authuser=0&hl=en&rclk=1,Countryside Builders,5.0,(1),Home builder,·,,Closed,· Opens 8 AM Wed,,+61 421 558 929,https://www.localsearch.com.au/profile/countryside-builders/clmfxg51f001k08l6e7w08be2/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The end result has far exceeded our expectations.""",,,,,
https://www.google.com/maps/place/House+To+Home+Finishes/data=!4m7!3m6!1s0x6b12ba957709aad1:0x3ef2fc1e3c089456!8m2!3d-33.8839989!4d151.1143549!16s%2Fg%2F11b7rnc877!19sChIJ0aoJd5W6EmsRVpQIPB788j4?authuser=0&hl=en&rclk=1,House To Home Finishes,5.0,(6),Custom home builder,·,32 The Strand,Closed,· Opens 9 AM Wed,·,+61 2 8378 2811,http://h2hfinishes.com.au/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""They have been a pleasure to work with from start to finish.""",,,,,
https://www.google.com/maps/place/Cosbuild/data=!4m7!3m6!1s0x637ac02044dfa09b:0xd35bcc63a842b27a!8m2!3d-32.2657783!4d148.3157505!16s%2Fg%2F11wvmkn9xn!19sChIJm6DfRCDAemMRerJCqGPMW9M?authuser=0&hl=en&rclk=1,Cosbuild,,,Construction company,·,,Open,· Closes 3:30 AM,,+61 487 062 902,https://www.cosbuild.com.au/,,Website,,Directions,,,,,,,No reviews
