place_id,name,address,raw_phone,wa_number,website,rating,user_ratings_total,place_types,price_level,scraped_at
ChIJaQBICtJb4joR0kj8OuNd2yI,මාතර රතු කැකුලු බත් කඩේ,"705/B Avissawella Rd, Nugegoda, Sri Lanka",,,,5,3,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJS3cnLoda4joRlXSa3ezB_hk,Bite House Family Restaurant,"Maharagama 10280, Sri Lanka",077 198 8449,94771988449,,4.3,3,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJaUco0DZb4joRnP4z4It9CyU,Healthy Food Caterers,"No.249 Old Kottawa Rd, Nugegoda, Sri Lanka",077 728 1474,94777281474,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ2aLn8_Bb4joRNI_RmzFFp-Q,Mr. Kottu Grand - Nawinna,"132 Old Kottawa Rd, Maharagama 10280, Sri Lanka",0112 837 035,,,3.3,16,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJr85rceVb4joRI3RcT30unxo,Kochchi Buffet,"426 High Level Rd, Maharagama 10280, Sri Lanka",0112 803 083,,,3.2,13,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJPxPGSwBb4joR49UceoP977A,Nishantha food,"32 Navinna Samagi Mawatha, Maharagama 10280, Sri Lanka",,,,,,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJsWSOX2Na4joRCubJ2NnPLac,Sense 2 Solution,"VW64+XP3, Udahamulla Station Rd, Nugegoda, Sri Lanka",,,,3.5,2,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJozOY2CtZ4joRtDnaAkKXjEo,Colombo Business Center,"127 T. B. Jayah Mawatha, Colombo 01000, Sri Lanka",,,,5,4,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJIeglGzBZ4joRaJyA48N73Ek,LMN Business Solutions (Pvt) Ltd,"171/A Dr NM Perera Mawatha Rd, Colombo 00800, Sri Lanka",077 358 5763,94773585763,https://businesssolutionsgroup.lk/,4,13,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ1aSwBWta4joRmxiCPrrGkoQ,BISTEC Global Services,"No: 14 Sir Baron Jayathilake Mawatha, Colombo 00100, Sri Lanka",074 064 5569,94740645569,https://www.bistecglobal.com/,4.6,28,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJy1sRhIlb4joRxugPgBzFF3k,Forsiter Global Services Pvt Ltd,"71a Castle St, Colombo, Sri Lanka",074 310 4840,94743104840,http://www.forsiter.com/,3.3,111,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ9Z8vFGdZ4joR9MFSyQ9ENuk,Inotrend Int.,"347 R. A. De Mel Mawatha, Colombo 3 00300, Sri Lanka",077 221 2221,94772212221,https://inotrend.net/,4.9,54,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJH9L-ba5b4joRlgfvqPj2A5c,"360 Accountants-Company and Business Registration, Colombo","Unit No, Vish towers, 4/1 Muhandiram Ln, Dehiwala-Mount Lavinia 10350, Sri Lanka",075 643 1602,94756431602,https://360accountants.lk/,5,6,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ4e0Cb0BZ4joR36ADRY-ojAY,The Ceylon Chamber of Commerce,"No. 50 Nawam Mawatha, Colombo 00200, Sri Lanka",0115 588 800,,http://www.chamber.lk/,4.3,263,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJKwh7sVRY4joRu2H8bEjSxhs,WNS Global Services,"First Floor, Orion City IT, Anton 1, 752/1 Dr Danister De Silva Mawatha, Colombo 00900, Sri Lanka",0114 695 602,,http://www.wns.com/,4.4,56,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJU_KluK5b4joR_xXn8ZIOkCk,Levant Business Experts (Pvt) Ltd,"No. 93, 1/1 Hampden Ln, Colombo 00600, Sri Lanka",074 108 1784,94741081784,http://www.levantbizexperts.com/,5,18,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJneMAeGNZ4joR4a76_yr1NdU,Synergy ISO Consultancy Services Private Limited,"181, 22 Hikkaduwe Sri Sumangala Himi Mawatha, Colombo 01000, Sri Lanka",071 574 6005,94715746005,http://www.isosynergy.lk/,5,79,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJE2y_qUFZ4joRopMPAP5GxbQ,The HR Consortium (Private) Ltd,"16, 3 Rotunda Gardens, Colombo 00300, Sri Lanka",0112 335 244,,http://www.thrconsortium.com/,4.5,38,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJl_y4Z5lZ4joRvKWDge_CVuM,Beyond Boundaries Global (Pvt) Ltd,"20, 63 Fairfield Gardens, Colombo 00800, Sri Lanka",071 066 2233,94710662233,https://www.bb.lk/,5,13,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJp6XeqBRZ4joRGBIO54NqoHg,Stax LLC,"278/4 , Access Towers II- 15th Floor, Union Place, Colombo 2, 00200, Sri Lanka",0117 462 700,,https://www.stax.com/,4.1,14,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJlTIW3OJZ4joRssVEKqZmxnU,Business Agility Tune up (Pvt) Ltd,"Sri, විපුලසේන මාවත, කොළඹ 01000, Sri Lanka",077 330 2085,94773302085,https://www.businessagilitytuneup.com/,5,81,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJSzNp8nZb4joRe7GnfkGNiRw,Breakthrough Business Intelligence,"24 Kassapa Rd, Colombo 00700, Sri Lanka",077 757 7755,94777577755,http://www.breakthrough.lk/,4.6,9,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJO6dN7mxZ4joRRe-LJRX7U3E,Deloitte Partners Sri Lanka,"100 Braybrooke Pl, Colombo 00200, Sri Lanka",0117 719 700,,https://www.deloitte.com/lk/en.html,4.6,261,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJb_vF6dhb4joRVKZAoFc8ynA,Smart Quest (Pvt) Ltd,"50, 12 Siripa Rd, Colombo 5, Sri Lanka",077 764 9888,94777649888,http://www.smartquestconsult.com/,4.5,43,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJgf4MoCZZ4joRWnMd10cZSLw,N-able Private Limited,"36 Sir Razik Fareed Mawatha, Colombo 00100, Sri Lanka",0114 625 000,,https://www.n-able.biz/,4.7,174,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJDauqGyVZ4joRJDVShdVL0PA,Sri Lanka Business,"146/F/6, Pearl Park Complex, Wattala 11300, Sri Lanka",0113 124 000,,http://www.srilankabusiness.lk/,5,1,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJxdKp-Qpb4joREvdWbcv7klk,Orion Traders,"VW66+QWV, Nugegoda 00500, Sri Lanka",077 726 1426,94777261426,,5,2,"grocery_or_supermarket, store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5wgoLcpb4joRRuVtyOUS3SQ,us_ME,"291, Maharagama 10280, Sri Lanka",071 564 4454,94715644454,,,,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ_V-yBKJR4joRtDpL9RebRqU,"Pansilu Atapirikara ( Religious goods),Wickramasinghepura","Wickramasinghapura Rd, Ruhunupura, Sri Lanka",077 437 7864,94774377864,,3,1,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJAehYst9R4joR6Pa2WxeLFBE,DT Tech Shop,"VWHC+M3F, Road, Sri Jayawardenepura Kotte, Sri Lanka",,,,,,"electronics_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJm6kBfwBb4joRHdome5BdY70,Jambugasmulla Stores,"37a Jambugasmulla Rd, Nugegoda, Sri Lanka",,,,5,1,"grocery_or_supermarket, store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJL2RUBtVR4joRuW6K0rPhnZA,Colombo Tattoo Hut Sri Lanka Flash Ink,"51/1/B Colombo Road, Maharagama 10280, Sri Lanka",077 033 3422,94770333422,https://www.instagram.com/colombotattoohutshopsrilanka?igsh=MThjOXllb2pnbnppMQ==,5,501,"school, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ64MGbG5b4joRK0QUilC8XCo,දොර රෙද්ද (Nipuna curtains ),"138/1/1 Kesbewa Rd, Boralesgamuwa 10290, Sri Lanka",070 441 1400,94704411400,,4,1,"home_goods_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJBei7HSZb4joR0aC2qSf0CjA,Leather by Vertigo,"104/28, Nugegoda, Sri Lanka",077 151 3701,94771513701,,5,5,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJOWcflJFb4joRiC97BLP0x9w,Finezstore (Pvt) Ltd,"04 Dewala Rd, Nugegoda 10250, Sri Lanka",074 240 0510,94742400510,https://finezstore.com/,,,"book_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ3a1YPX9b4joRQoG2Nvh7aEQ,Nisansala Atapirikara,"9/31 6th Lane, Pagoda Rd, Nugegoda 10250, Sri Lanka",077 843 7764,94778437764,,4,7,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ0fZywE1b4joRatN0lolEfg4,Best Curd & Jaggery Shop,"352 Kotte Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",,,,5,1,"store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJV5XlpkpR4joR8eSJmT2miKo,Dhanu Cosmetics,"8 Pamunuwa Rd, Maharagama 10230, Sri Lanka",,,,5,1,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJe53SQI5R4joRcwVuK4S1Am0,Knight Gear,"Temple Rd, Maharagama 10280, Sri Lanka",071 838 2686,94718382686,,5,1,"clothing_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJpZCAgSBb4joRyvqhkkoTNOQ,MODERN MINIMALIST,"Dehiwala-Mount Colombo, Dehiwala-Mount Lavinia 10350, Sri Lanka",077 628 8986,94776288986,,5,5,"clothing_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJyei2UpVb4joRPMRbvZKeblA,La Calle Cosmetics,"High Level Rd, Nugegoda, Sri Lanka",,,,,,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJW0red4JR4joROYx7bwcj2cQ,මනාරී සාරී,"227/1/1 Borella - Rajagiriya Rd, Pannipitiya 10230, Sri Lanka",071 627 7905,94716277905,,,,"clothing_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJuRQxc7db4joR9PwQ-XUubio,OL Stationary Shop,"Nawala, Colombo 11222, Sri Lanka",071 796 7308,94717967308,,,,"book_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJG_8-9SRZ4joRnptaVKEVYDA,Graze Kitchen,"Lobby Level, 2 Sir Chittampalam A Gardiner Mawatha, Colombo 00200, Sri Lanka",0112 492 492,,https://www.hiltoncolombo1.com/restaurant/graze-kitchen,4.6,3394,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJ9WNl2rJZ4joRHMJkjXkhyac,SunsetBlu,"Lotus Rd, Colombo 00100, Sri Lanka",0112 492 492,,,4.6,1075,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJMSKlWLVb4joR_UFJf54d3x4,Culture Colombo,"25 Kensington Garden, Colombo 00400, Sri Lanka",077 442 2448,94774422448,https://culturecolombo.lk/,4.5,1979,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJCbyzLGBZ4joRdPY4QTkZdGc,The Gallery Café,"2 Alfred House Rd, Colombo 00300, Sri Lanka",0112 582 162,,https://www.paradiseroad.lk/,4.4,2873,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJq_Y8W2dZ4joRLSYEIiK9VZ0,The Sizzle Colombo,"32 Walukarama Rd, Colombo 00300, Sri Lanka",075 688 8777,94756888777,http://www.thesizzle.lk/,4.2,2650,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJb0sTPqpb4joRFJgn6RXBT9k,Monsoon Colombo,"50 Park St, Colombo 00200, Sri Lanka",076 306 7882,94763067882,http://www.monsooncolombo.com/,4.2,1117,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJ0elsw_tZ4joRa2fnG_2CJzs,Indian Ocean Pavilion,"ITC Ratnadipa, a Luxury Collection Hotel, Colombo, 21 Galle Face Center Rd, Colombo 00100, Sri Lanka",0114 999 111,,https://www.itchotels.com/in/en,4.6,325,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJS-KwP5tZ4joRARTc8nXz0lo,Headquarters by W15,"9th floor, HQ Colombo, 464 T. B. Jayah Mawatha, Colombo 01000, Sri Lanka",077 945 7660,94779457660,https://headquarters.w15.lk/,4.5,1349,"restaurant, bar, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJB5a-hF1Z4joRCPgj2vPUn4A,The Lagoon,"77 A2, Colombo 00300, Sri Lanka",0112 497 371,,http://www.cinnamonhotels.com/cinnamongrandcolombo/dining/lagoon.html,4.4,2133,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJnftDSFpZ4joR_dGcgDidaRM,The Warehouse Colombo,"279 Vauxhall St, Colombo 00200, Sri Lanka",0112 341 342,,https://www.thewarehouse10.com/,4.3,460,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJzYLatSVZ4joRPyjlgtZcnos,Ministry of Crab,"Old Dutch Hospital Complex, 04 Hospital St, Colombo 00100, Sri Lanka",077 002 4823,94770024823,http://www.ministryofcrab.com/,4.4,4932,"restaurant, food, point_of_interest, establishment",4,2025-09-28 03:41:21
ChIJRWMkS51Z4joRJ1Fg3oebW08,The Bayleaf,"79 R.G. Senanayake Mawatha, Colombo 00700, Sri Lanka",0112 695 920,,http://www.bayleafcolombo.com/,4.4,2400,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJmaQrW3ZZ4joRorGVvcDlIb8,The Barnesbury,"91 Barnes Pl, Colombo 00700, Sri Lanka",0112 682 144,,https://thebarnesbury.com/,4.3,2735,"restaurant, night_club, cafe, bar, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJaWB8tjBZ4joR-LBewBqxg6E,Cuisine Colombo - Gregory's Road,"51 R.G. Senanayake Mawatha, Colombo 00700, Sri Lanka",070 700 7777,94707007777,http://www.cuisinecolombo.lk/,4.7,834,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ2QFwuXFZ4joR1c0uu0V79mI,Upali's by Nawaloka,"65 Dr CWW Kannangara Mawatha, Colombo 00700, Sri Lanka",0112 695 812,,http://www.upalis.com/,4.2,4623,"restaurant, food, point_of_interest, establishment",2,2025-09-28 03:41:21
ChIJmfOZSgBZ4joRTwy9_mqlinE,Quizine,"WRGX+83H, Colombo, Sri Lanka",0112 110 000,,https://www.cinnamonhotels.com/cinnamon-life-city-of-dreams-sri-lanka/dining/dining-quizine,4.4,310,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJF1xj_rJZ4joRd7RMF-hJVIY,Firebeach,"No. 02 Galle - Colombo Rd, Colombo 00300, Sri Lanka",0112 541 010,,http://www.firebeachclub.com/,4.1,861,"bar, restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJt-EYSj9Z4joRCj14oyP0-VY,The Bavarian German Restaurant and pub,"11 Galle Face Terrace, Colombo 00300, Sri Lanka",0112 421 577,,,4.4,2139,"restaurant, food, point_of_interest, establishment",3,2025-09-28 03:41:21
ChIJiUp0UvRZ4joRe1IrkhIs9Nk,Tilapiya Colombo | Best BYOB Restaurant,"11B, MS 4 Mini Stand, Phillip Gunewardana Mawatha, Race Course Ave, Colombo 00700, Sri Lanka",077 949 4394,94779494394,http://www.tilapiyacolombo.lk/,4.6,1220,"restaurant, night_club, bar, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ5-afUctZ4joReiSzxokC5rI,Virticle by Jetwing,"Access Towers, 278 Union Pl, Colombo 01000, Sri Lanka",070 735 5355,94707355355,https://www.virticlebyjetwing.com/,4.6,808,"restaurant, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJq6qq9Q1Z4joRlgTP3VR4CCE,SocialService,"Samapura Flats, Colombo 01000, Sri Lanka",077 238 1981,94772381981,,4.1,8,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJt-bYXS3waakRLx8v5X7OkdA,Hublync Print Lab | 3D Printing Services In Sri Lanka,"39a Bhathiya Mawatha, Dehiwala-Mount Lavinia 10350, Sri Lanka",077 161 2286,94771612286,https://forms.gle/vHymfDmsGMYKU4zf9,4.9,23,"electronics_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJj2KrUNNb4joRvVLy_R8tcvY,Population Services Lanka,"17, 13 Jasmine Park, Sri Jayawardenepura Kotte 00500, Sri Lanka",0112 806 730,,http://www.populationservices.org/,4.1,13,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJNxY_Vj1R4joRFy7wx_AuU1c,Valuation Services Sri Lanka,"No:215/A High Level Rd, Nugegoda 10250, Sri Lanka",077 795 6697,94777956697,,5,5,"finance, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJDSGcib1Z4joR7U-LmHi1OAY,Sri Lanka Telecom (Services) Limited walikada,"No. 148, 15 Lesley Ranagala Mawatha, Colombo 00800, Sri Lanka",0112 818 660,,http://www.slts.lk/,4.2,23,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJAf4foAVR4joRQ5TZxWlIE2k,Modern Plast - Plastic Injection Moulding Service in Colombo Sri Lanka,"74 Perera Mawatha, Battaramulla 10120, Sri Lanka",077 266 3928,94772663928,,4,2,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJbXl8EWta4joRUTi7nipnDsM,Sitrek Lanka Courier Services (pvt) Ltd,"295/B Jubilee Post Roundabout, Nugegoda 10100, Sri Lanka",0112 820 067,,,3.3,148,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJYUe2AwBb4joROyEBAzbFLCg,Royal Realty Services Pvt Ltd,"124 Thalawathugoda Road, Sri Jayawardenepura Kotte 10100, Sri Lanka",077 770 4060,94777704060,http://www.royalrealty.lk/,5,8,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ_dvPwJpb4joR4bykaLbLpLE,Colombo Cleaning Service (C.C.S),"Kohuwala Dutugemunu Sri sumithradevi road Odel building 6th floor, Colombo 10250, Sri Lanka",076 020 2423,94760202423,https://colombo12cleanings.wixsite.com/colombocleaningser-3,4.2,96,"laundry, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJk1cI7WNa4joRD3NXzQYVfhc,Bizservices.LK Private Limited,"Delkanda, No.3A Meegahawatta Rd, Nugegoda 10250, Sri Lanka",077 740 0004,94777400004,http://www.bizservices.lk/,4.5,10,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJP3rFwa1b4joRDJmLYXVa4Cg,Britannia Cleaning Services Lanka (PVT) Limited.,"3/40, Jayamangala Road, Stanley Thilakarthna Mawatha, Nugegoda 10250, Sri Lanka",0112 810 477,,,5,8,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJw46eO1Nb4joRagdpGJCQkd4,Ceylon Golden Care | Home Nursing Care,"Home Nursing Care, No. 63 1 C Mirihana Rd, Nugegoda 10250, Sri Lanka",077 791 6521,94777916521,,4.6,53,"health, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJSRvDNF1Z4joRg-Vb_jYlL7Y,Immigration Services Centre (ISC) - Private Limited,"Level 4, Majestic City, 10 Station Rd, Colombo 00400, Sri Lanka",072 759 1591,94727591591,http://www.immigrationlanka.com/,4.8,187,"travel_agency, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJA8JW4f5Z4joRy60af_DEBTs,Ministry of Social Services,"WW38+25J, Battaramulla, Sri Lanka",,,,2.5,4,"local_government_office, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJLxfiPsNb4joRup2zVHWvX0w,Sri Lanka Visa Services,"10 Jaya Rd, Colombo, Sri Lanka",0117 390 510,,http://www.lankavisa.lk/,5,1,"local_government_office, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ06X9IQBb4joRxHPhWkIkIa4,Cool Lanka Engineering Services,"RWX2+R72, Campus Rd, Boralesgamuwa, Sri Lanka",070 789 9299,94707899299,,5,26,"store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJWYGoUKIr4joRFdIU9RAyHOY,Sri Lanka Colombo Astrology Service Mrs.Lalani Mendis,"423/2A Pelanwaththa, පන්නිපිටිය 10280, Sri Lanka",076 669 8500,94766698500,https://www.facebook.com/srilankaastrology?mibextid=ZbWKwL,4.7,56,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJHRucoslb4joRyYg-SOslYAw,EFS FACILITIES SERVICES SRI LANKA (PRIVATE) LIMITED,"9A St Peter's Pl, Colombo 00100, Sri Lanka",077 510 1100,94775101100,https://lk.efsme.com/,,,"parking, general_contractor, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJFaSbghFa4joRX1-5uJnf3yQ,EPSI Service,"75 Talawatugoda Rd, Sri Jayawardenepura Kotte 10100, Sri Lanka",0112 870 277,,,4.1,411,"electronics_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJAzF502lb4joRfnNeH-rXrrI,Methma Movers (Pvt) Ltd : Transports and Moving Services,"124 Pasal Mawatha, Nugegoda 10280, Sri Lanka",076 713 1391,94767131391,https://www.methmamovers.com/,4.1,41,"moving_company, storage, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJmWwHm2dZ4joRXhpGaIlMMRc,Cambio Software,"524 R. A. De Mel Mawatha, Colombo, Sri Lanka",0112 376 500,,http://www.cambio.lk/,4.7,250,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJG3aKcD9Z4joR90O6u2H5R3U,Sysco LABS Sri Lanka (IBC),"WRCX+3HC, Sri Uttarananda Mawatha, Colombo, Sri Lanka",0112 024 500,,http://www.syscolabs.lk/,4.7,49,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUWA6Y11Z4joRnAuTRGz1JgI,Cloud Solutions International (Pvt) Ltd,"422 R. A. De Mel Mawatha, Colombo 00300, Sri Lanka",0117 627 777,,https://www.cloudsolutions.lk/,4.7,109,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJaVBaKNFb4joRsxZl3Og5U2E,Inova IT Systems (Pvt) Ltd,"5 Sulaiman Terrace, Colombo 00500, Sri Lanka",0112 593 823,,https://inovaitsys.com/,4.6,136,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJTeZQbJ5Z4joRDPqPtsV75MM,Synopsys Lanka (Pvt) Ltd,"No: 3, 2/1 Lakshmi Gardens, Colombo 00800, Sri Lanka",0112 038 600,,http://www.synopsys.com/,4.6,112,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ8bJgDJlZ4joRSBEn3aJS_YQ,EFutures (Private) Limited | Software Outsourcing company,"20, 54 Fairfield Gardens, Colombo 00800, Sri Lanka",0117 842 542,,https://www.efuturesworld.com/,4.4,112,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJR8hyia9b4joRv90kApfuQo0,Intervest Software Technologies,"Level 23, 324 Havelock Rd, Colombo 00600, Sri Lanka",0112 081 880,,http://www.intervest.lk/,4.7,59,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJUx6aFL9Z4joRF1AS3dpFAxc,IFS R&D International (Pvt) Ltd,"1, Level 18, Orion Towers, 736 Dr Danister De Silva Mawatha, Colombo, Sri Lanka",0112 364 400,,https://www.ifs.com/,4.6,822,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJJy8fjZ1Z4joReoJNL-XhMtc,DMS Software Technologies (Pvt) Ltd,"207, 2 Srimath Anagarika Dharmapala Mawatha, Colombo 00700, Sri Lanka",0112 673 973,,http://www.dmsswt.com/,4.4,64,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJnUma_GZZ4joR1hiHmp674ZE,Axienta (Pvt) Ltd,"505 Nawala Rd, Colombo 11222, Sri Lanka",0115 660 770,,http://www.axienta.com/,4.2,73,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ8Rg3wGlZ4joRX4dRRbgHgKs,Sysco LABS Sri Lanka,"55A Srimath Anagarika Dharmapala Mawatha, Colombo 00300, Sri Lanka",0112 024 500,,http://syscolabs.lk/,4.8,351,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJi6HR_GZZ4joRlsJOuI4abTY,99x,"65 Walukarama Rd, Colombo 00300, Sri Lanka",0114 721 194,,https://99x.io/,4.7,340,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJD7B3L99b4joRZ0RU25pYbJY,Emojot (Pvt) Ltd,"No 31, 1-1 W A D Ramanayake Mawatha, Colombo 00200, Sri Lanka",0114 198 711,,https://www.emojot.com/,4.8,46,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJcyONU6tZ4joRsoUPZcoC2uI,Sana Commerce (Pvt) Ltd,"3rd floor, Alnitak Building, Dr Danister De Silva Mawatha, Colombo 9 00900, Sri Lanka",0115 115 588,,,4.7,134,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJVS3MUDNa4joRgtWELqUm73s,M I Synergy (Pvt) Ltd,"8B Somadevi Pl, Colombo 00500, Sri Lanka",0112 515 499,,https://www.misynergy.com/,4.5,49,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJf-e3NEJZ4joR4Q64obL5UKI,Eyepax IT Consulting (Pvt) Ltd,"189 Galle Rd, Colombo 00300, Sri Lanka",0112 600 600,,http://www.eyepax.com/,4.5,110,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJSTt4FXZb4joRs5wW-JqR4u8,ARCHNIX (PVT) LTD - Sri Lanka,"30 Lauries Rd, Colombo 00400, Sri Lanka",0117 718 718,,https://www.archnix.com/,4.9,11,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJJXuHmUla4joRjggnNTNtGQ4,Nikini Automation Systems (Pvt) Ltd,"249 High Level Rd, Colombo 00500, Sri Lanka",0112 826 894,,http://www.nikini.lk/,4.6,45,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ0Z0Nj2xZ4joRnF_yEe8EANQ,Genesiis Software (Pvt) Ltd,"16 5th Ln, Colombo 00300, Sri Lanka",0117 765 600,,http://www.genesiis.com/,4.2,40,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJnbFkVF9F4joReiKVVpo1A3g,Encyte (Pvt) Ltd.,"181 - 1/3 Canal Ln, Colombo 10350, Sri Lanka",0117 209 735,,https://encyte.io/,5,32,"point_of_interest, establishment",,2025-09-28 03:41:21
ChIJIUrVDABb4joRa6actimOza0,LAUGFS Super - Nugegoda,"225 Stanley Thilakarathna Mawatha, Nugegoda 10250, Sri Lanka",071 277 2641,94712772641,http://laugfsholdings.com/super/,4.3,36,"supermarket, grocery_or_supermarket, store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJDV53qkRb4joRdsb3dO-JsA4,Thilak Stores,"47 Kanattha Road, Nugegoda 10100, Sri Lanka",,,,5,1,"grocery_or_supermarket, store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJ0yeksdhR4joROAm6iw4sJPw,The cake shop Ranrasa,"316 Uswatta Rd, Pannipitiya 10230, Sri Lanka",077 721 7332,94777217332,,,,"bakery, store, food, point_of_interest, establishment",,2025-09-28 03:41:21
ChIJw3MJZBBb4joRKrzuwrbmmns,K&M Clothing,"298/A Campus Rd, Boralesgamuwa, Sri Lanka",077 610 1226,94776101226,,5,1,"clothing_store, store, point_of_interest, establishment",,2025-09-28 03:41:21
